,Unnamed: 0,COD,DO,EC,NO3,N2,TSS,TEMP,PH
331,331,"((2, 0, 1), (2, 0, 2, 12), 123.37019402818405)","((1, 0, 1), (0, 1, 1, 12), 85.34207471742894)","((2, 1, 0), (2, 0, 2, 12), 459.53111999631494)","((0, 1, 2), (2, 1, 2, 12), 19.472797311977118)","((1, 2, 2), (1, 0, 1, 12), 72.95308504252505)","((2, 2, 2), (2, 0, 1, 12), 413.12662334396697)","((2, 2, 2), (2, 0, 0, 12), 125.82970535504295)","((2, 1, 0), (1, 1, 1, 12), 49.727583168081516)"
332,332,"((2, 2, 1), (1, 0, 2, 12), 123.53411259411232)","((2, 2, 0), (1, 1, 2, 12), 85.50914548331953)","((2, 0, 2), (1, 1, 1, 12), 459.7586393135195)","((0, 2, 2), (1, 1, 0, 12), 19.48804876559211)","((1, 1, 0), (0, 0, 2, 12), 72.97199591072993)","((2, 1, 1), (1, 0, 2, 12), 413.1599649658412)","((2, 0, 0), (1, 1, 0, 12), 126.00458831594494)","((0, 2, 1), (2, 1, 1, 12), 49.72855702967131)"
333,333,"((2, 2, 1), (0, 0, 2, 12), 123.53726881989209)","((0, 2, 2), (2, 0, 1, 12), 85.61840977968401)","((1, 1, 1), (1, 0, 2, 12), 459.7799861071762)","((1, 2, 2), (1, 0, 0, 12), 19.5471391485938)","((1, 1, 0), (2, 0, 0, 12), 73.00149281447119)","((2, 2, 1), (2, 0, 0, 12), 413.42841339082236)","((0, 1, 2), (2, 0, 0, 12), 126.06477461963897)","((2, 2, 2), (2, 2, 2, 12), 49.744478081377736)"
334,334,"((0, 2, 2), (0, 1, 1, 12), 123.56219095150695)","((0, 0, 2), (1, 0, 2, 12), 85.63453641338113)","((1, 1, 1), (2, 0, 2, 12), 460.0099462796321)","((1, 2, 2), (1, 1, 2, 12), 19.611065715409655)","((2, 0, 0), (2, 0, 0, 12), 73.01596445026223)","((2, 1, 2), (1, 1, 1, 12), 413.43016352325674)","((0, 2, 2), (0, 1, 1, 12), 126.06951866499651)","((1, 2, 0), (2, 2, 0, 12), 49.75440293388891)"
335,335,"((1, 2, 0), (1, 1, 2, 12), 123.57051771705846)","((2, 0, 1), (0, 1, 1, 12), 85.67422000137235)","((2, 1, 1), (1, 0, 2, 12), 460.1275555963169)","((2, 0, 1), (0, 0, 2, 12), 19.70628113685786)","((1, 0, 2), (1, 1, 0, 12), 73.03829550257701)","((1, 1, 1), (2, 0, 2, 12), 413.6172716698213)","((1, 1, 2), (0, 1, 1, 12), 126.0745508135847)","((1, 0, 0), (1, 1, 0, 12), 49.767850336968095)"
336,336,"((2, 0, 2), (2, 0, 1, 12), 123.62986751158802)","((0, 1, 0), (1, 0, 2, 12), 85.69636559685313)","((0, 1, 2), (0, 0, 2, 12), 460.15800269066585)","((2, 1, 1), (2, 1, 2, 12), 19.753663615013476)","((1, 1, 1), (1, 1, 0, 12), 73.12977183477716)","((1, 0, 2), (0, 1, 1, 12), 413.8400496124959)","((1, 0, 1), (1, 1, 1, 12), 126.18527578315908)","((2, 0, 0), (1, 0, 2, 12), 49.78660854328706)"
337,337,"((0, 2, 2), (2, 0, 0, 12), 123.78894793874265)","((2, 1, 1), (1, 1, 0, 12), 85.71557583831706)","((2, 2, 2), (2, 0, 1, 12), 460.81097044997927)","((1, 0, 1), (2, 2, 0, 12), 19.972492846642876)","((2, 1, 2), (1, 0, 1, 12), 73.1767146292433)","((2, 2, 1), (1, 0, 2, 12), 414.0892539807924)","((2, 0, 2), (2, 0, 2, 12), 126.21217757481278)","((2, 2, 2), (2, 0, 0, 12), 49.79925788437812)"
338,338,"((0, 1, 2), (0, 1, 1, 12), 123.85363669077385)","((1, 2, 2), (2, 0, 1, 12), 85.77518763941654)","((2, 1, 1), (2, 0, 2, 12), 460.90703764529144)","((2, 1, 0), (0, 0, 1, 12), 20.0119304292733)","((2, 1, 0), (2, 0, 2, 12), 73.25012386068808)","((2, 1, 2), (2, 0, 0, 12), 414.5601045302893)","((0, 0, 0), (1, 1, 1, 12), 126.2778382856869)","((2, 0, 0), (2, 0, 0, 12), 49.83265612400959)"
339,339,"((2, 1, 0), (2, 0, 2, 12), 123.88389005096644)","((1, 0, 1), (2, 0, 1, 12), 86.04266088660847)","((2, 1, 2), (2, 0, 0, 12), 461.1643217228786)","((1, 1, 1), (0, 2, 2, 12), 20.08586397521501)","((2, 2, 1), (0, 0, 2, 12), 73.26315416864907)","((2, 2, 1), (2, 0, 1, 12), 414.57593151822465)","((2, 0, 2), (2, 0, 1, 12), 126.36574178384208)","((2, 2, 0), (2, 1, 0, 12), 49.98209576464029)"
340,340,"((0, 1, 1), (0, 1, 1, 12), 123.89456386069318)","((2, 0, 2), (0, 1, 1, 12), 86.11094886291471)","((2, 1, 1), (2, 0, 1, 12), 461.20786818119535)","((1, 1, 1), (2, 2, 1, 12), 20.122573751728194)","((1, 1, 2), (1, 1, 1, 12), 73.29760098671102)","((2, 1, 0), (2, 0, 0, 12), 415.3996536019058)","((2, 0, 1), (0, 1, 1, 12), 126.43496301133857)","((1, 2, 2), (2, 2, 2, 12), 50.08814837556777)"
341,341,"((2, 1, 0), (1, 0, 2, 12), 123.92465281556355)","((2, 2, 2), (2, 0, 0, 12), 86.14845015097988)","((2, 1, 0), (2, 0, 1, 12), 461.61440025705076)","((2, 2, 1), (0, 1, 1, 12), 20.12655738746607)","((2, 2, 1), (2, 1, 0, 12), 73.36795339335217)","((2, 2, 2), (1, 1, 0, 12), 415.47736389304833)","((2, 0, 1), (1, 0, 2, 12), 126.46559572188765)","((2, 0, 0), (0, 0, 2, 12), 50.12971477005147)"
342,342,"((1, 1, 0), (2, 0, 0, 12), 124.06860722723971)","((0, 1, 1), (1, 1, 1, 12), 86.1724291194753)","((0, 1, 1), (2, 0, 2, 12), 461.66633454413625)","((2, 0, 0), (2, 2, 0, 12), 20.136068498936545)","((0, 0, 1), (2, 0, 2, 12), 73.47064804598094)","((1, 2, 1), (0, 0, 2, 12), 415.67390564289946)","((0, 0, 1), (1, 1, 1, 12), 126.49968033531093)","((2, 1, 2), (1, 1, 0, 12), 50.21887383695904)"
343,343,"((1, 2, 2), (2, 0, 0, 12), 124.24685170467428)","((1, 1, 2), (1, 2, 0, 12), 86.18789667622121)","((2, 0, 2), (2, 0, 2, 12), 461.7112203248077)","((2, 0, 1), (2, 1, 2, 12), 20.179630045268148)","((2, 0, 0), (2, 0, 1, 12), 73.48190930641096)","((2, 1, 2), (2, 0, 1, 12), 415.88239135237046)","((2, 2, 2), (2, 0, 1, 12), 126.55655431710264)","((2, 0, 0), (2, 0, 1, 12), 50.28889519819615)"
344,344,"((2, 0, 0), (1, 1, 0, 12), 124.32159479707317)","((0, 0, 2), (1, 1, 1, 12), 86.21000057592633)","((0, 1, 1), (1, 0, 2, 12), 462.07391744087056)","((0, 2, 2), (0, 0, 1, 12), 20.264009242823306)","((2, 0, 2), (0, 1, 1, 12), 73.49438201762332)","((1, 0, 2), (2, 0, 2, 12), 415.89137719596255)","((2, 2, 2), (0, 0, 2, 12), 126.55840299624924)","((2, 2, 1), (2, 0, 0, 12), 50.58755300795363)"
345,345,"((0, 0, 0), (1, 2, 0, 12), 124.47303853154608)","((0, 2, 2), (2, 0, 0, 12), 86.2563145650436)","((1, 1, 2), (0, 0, 2, 12), 462.4717344046134)","((0, 1, 2), (2, 2, 1, 12), 20.26549315076191)","((2, 2, 2), (1, 2, 2, 12), 73.5197522826605)","((2, 0, 2), (1, 0, 2, 12), 416.05608761276903)","((1, 2, 1), (2, 0, 1, 12), 126.68144365712207)","((2, 2, 0), (2, 1, 2, 12), 50.72479301166658)"
346,346,"((2, 0, 0), (0, 0, 2, 12), 124.85900382105619)","((0, 0, 2), (1, 2, 0, 12), 86.28744554945635)","((2, 0, 1), (0, 1, 1, 12), 463.5486605779943)","((2, 1, 1), (0, 2, 2, 12), 20.321755929378696)","((0, 2, 2), (1, 1, 1, 12), 73.52087491490553)","((2, 1, 1), (2, 0, 2, 12), 416.06895368837723)","((1, 1, 1), (0, 1, 1, 12), 126.81750337783564)","((2, 2, 1), (0, 0, 2, 12), 50.777304854495114)"
347,347,"((0, 2, 2), (2, 0, 1, 12), 124.94107685530386)","((2, 0, 1), (1, 1, 0, 12), 86.30006973851113)","((2, 0, 0), (1, 1, 0, 12), 463.6026074595663)","((1, 1, 0), (1, 1, 2, 12), 20.34402657781936)","((2, 2, 1), (2, 0, 0, 12), 73.57946172127394)","((2, 1, 1), (1, 1, 0, 12), 416.33020117173976)","((2, 0, 2), (0, 0, 2, 12), 126.9102242305278)","((2, 2, 0), (1, 2, 2, 12), 50.873276509231566)"
348,348,"((1, 2, 2), (2, 0, 1, 12), 125.05067262955262)","((2, 0, 0), (0, 1, 1, 12), 86.38149686079188)","((1, 1, 0), (0, 1, 1, 12), 463.60817574755316)","((2, 2, 1), (2, 0, 1, 12), 20.378961111908897)","((2, 1, 2), (2, 2, 2, 12), 73.61134422018773)","((0, 0, 1), (0, 1, 1, 12), 416.7541746624671)","((1, 2, 2), (0, 1, 1, 12), 126.96734975740418)","((2, 1, 2), (2, 2, 2, 12), 51.043566305382825)"
349,349,"((2, 2, 2), (2, 0, 2, 12), 125.10063159454812)","((2, 2, 1), (2, 0, 2, 12), 86.38878878248279)","((2, 0, 0), (1, 1, 1, 12), 463.9787902519185)","((0, 2, 2), (2, 0, 0, 12), 20.412968883503183)","((1, 0, 0), (2, 0, 2, 12), 73.64815336924448)","((2, 2, 1), (1, 1, 0, 12), 417.06374034958833)","((2, 0, 1), (1, 1, 1, 12), 127.12910469385162)","((2, 0, 0), (2, 0, 2, 12), 51.070326458228465)"
350,350,"((1, 0, 0), (0, 1, 1, 12), 125.26764437180238)","((1, 2, 0), (1, 1, 2, 12), 86.48075468706307)","((1, 2, 1), (1, 1, 0, 12), 464.0963733844422)","((1, 1, 1), (2, 2, 0, 12), 20.435159029115873)","((2, 1, 0), (2, 1, 2, 12), 73.66494099699223)","((2, 2, 1), (2, 0, 2, 12), 417.09013931588464)","((0, 1, 1), (0, 1, 1, 12), 127.32733279827711)","((1, 1, 0), (0, 1, 1, 12), 51.262393563897064)"
351,351,"((1, 1, 2), (0, 1, 1, 12), 125.27041545535631)","((2, 2, 2), (2, 0, 2, 12), 86.50405943451878)","((2, 1, 2), (2, 0, 1, 12), 464.1357273811921)","((0, 2, 2), (0, 2, 2, 12), 20.464586517341615)","((1, 0, 2), (1, 1, 1, 12), 73.666261931568)","((2, 1, 0), (2, 0, 1, 12), 417.1636383853113)","((2, 1, 1), (1, 1, 0, 12), 127.3276070830919)","((1, 0, 0), (1, 1, 1, 12), 51.53008988665303)"
352,352,"((1, 1, 1), (0, 1, 1, 12), 125.36965092284528)","((0, 1, 1), (1, 2, 0, 12), 86.50963913746023)","((2, 1, 0), (0, 1, 1, 12), 464.24353942358346)","((2, 2, 1), (1, 0, 0, 12), 20.50493761858742)","((0, 0, 2), (1, 0, 2, 12), 73.72912136964283)","((0, 1, 1), (0, 1, 1, 12), 417.40614782958835)","((0, 0, 0), (1, 0, 2, 12), 127.45636239256372)","((2, 2, 0), (0, 1, 2, 12), 51.562232430159405)"
353,353,"((2, 0, 1), (1, 1, 1, 12), 125.3839413309125)","((0, 1, 0), (2, 0, 1, 12), 86.56189987845141)","((1, 2, 1), (2, 0, 0, 12), 464.28012726886595)","((2, 0, 2), (2, 2, 0, 12), 20.550506871674916)","((1, 0, 1), (2, 0, 1, 12), 73.76875209801878)","((2, 2, 1), (0, 1, 1, 12), 417.4158987714917)","((2, 1, 0), (1, 1, 0, 12), 127.49383297243159)","((0, 2, 2), (1, 1, 0, 12), 51.7335374715976)"
354,354,"((1, 2, 2), (0, 1, 1, 12), 125.44010802234655)","((0, 0, 1), (1, 0, 2, 12), 86.57022507580675)","((2, 1, 2), (0, 0, 2, 12), 465.02134994082513)","((2, 1, 0), (0, 1, 0, 12), 20.63936191195068)","((1, 2, 1), (1, 1, 2, 12), 73.77224190818657)","((2, 1, 1), (0, 1, 1, 12), 417.5754743849347)","((2, 0, 0), (2, 0, 0, 12), 127.53977661660959)","((0, 1, 1), (0, 0, 1, 12), 51.85439965583825)"
355,355,"((2, 2, 2), (2, 0, 0, 12), 125.57209224038725)","((2, 0, 0), (1, 1, 1, 12), 86.73217767373063)","((1, 2, 2), (1, 1, 0, 12), 465.1761205287865)","((2, 0, 2), (0, 2, 2, 12), 20.66274718969024)","((1, 0, 1), (2, 0, 0, 12), 73.86864020625308)","((1, 2, 2), (2, 0, 0, 12), 417.6159674878551)","((1, 1, 1), (1, 1, 1, 12), 127.60298608541268)","((1, 0, 0), (2, 0, 0, 12), 51.898945455093866)"
356,356,"((1, 1, 0), (2, 0, 1, 12), 125.70697602709653)","((2, 2, 2), (2, 0, 1, 12), 86.92030146498624)","((2, 0, 0), (2, 0, 0, 12), 465.34107527405683)","((1, 0, 2), (0, 0, 2, 12), 20.671572384535786)","((0, 0, 2), (2, 0, 1, 12), 73.91405477197812)","((1, 1, 1), (2, 0, 0, 12), 417.9452323105974)","((2, 0, 2), (0, 1, 1, 12), 127.70438150210927)","((1, 2, 1), (1, 0, 2, 12), 51.988295155578754)"
357,357,"((1, 0, 0), (1, 1, 0, 12), 125.75540450034687)","((1, 1, 1), (1, 1, 1, 12), 86.92409097886667)","((1, 2, 1), (0, 0, 2, 12), 465.4559468010411)","((1, 2, 2), (2, 0, 0, 12), 20.82431405899389)","((2, 0, 1), (1, 1, 1, 12), 73.98001350529404)","((0, 2, 1), (0, 0, 2, 12), 418.0039704603019)","((2, 0, 1), (1, 1, 0, 12), 127.7480571123092)","((2, 2, 0), (2, 1, 1, 12), 52.18261183528821)"
358,358,"((1, 1, 0), (2, 0, 2, 12), 125.99029889061967)","((2, 0, 2), (2, 0, 1, 12), 86.92418711464632)","((2, 0, 2), (1, 1, 0, 12), 465.5591952734808)","((0, 1, 2), (2, 2, 0, 12), 20.862037739004254)","((2, 1, 1), (1, 1, 1, 12), 74.06113996461053)","((0, 0, 2), (1, 1, 1, 12), 418.13265639401186)","((1, 1, 2), (1, 1, 1, 12), 127.99488390406988)","((0, 1, 1), (1, 0, 1, 12), 52.25194508477381)"
359,359,"((2, 0, 0), (0, 1, 1, 12), 126.02021419413742)","((2, 1, 2), (1, 2, 0, 12), 86.93439858218395)","((2, 2, 0), (2, 0, 0, 12), 465.7411497581461)","((1, 1, 0), (1, 1, 0, 12), 20.889522151765384)","((0, 0, 2), (2, 0, 0, 12), 74.0917558366834)","((1, 0, 1), (0, 0, 2, 12), 418.1897712531722)","((2, 2, 2), (2, 0, 2, 12), 128.00106646024676)","((1, 1, 1), (1, 0, 1, 12), 52.255958233713386)"
360,360,"((2, 0, 0), (1, 0, 2, 12), 126.05381416508355)","((0, 1, 0), (0, 0, 2, 12), 86.99495983399778)","((2, 2, 0), (2, 0, 2, 12), 465.9981467465653)","((2, 2, 2), (1, 1, 2, 12), 21.028314212094777)","((0, 1, 2), (1, 1, 0, 12), 74.14168013743053)","((1, 1, 1), (0, 1, 1, 12), 418.2193321002153)","((0, 2, 2), (1, 1, 1, 12), 128.03720909166927)","((2, 2, 2), (2, 0, 1, 12), 52.292458162891315)"
361,361,"((0, 0, 2), (1, 1, 1, 12), 126.06386908088699)","((0, 0, 0), (2, 0, 2, 12), 87.01122105822873)","((1, 1, 0), (1, 1, 1, 12), 466.0095302616072)","((2, 2, 1), (1, 0, 1, 12), 21.08152448199221)","((1, 0, 2), (2, 0, 1, 12), 74.230206678875)","((1, 1, 1), (2, 0, 1, 12), 418.2392603818917)","((0, 0, 1), (1, 2, 0, 12), 128.0665510195405)","((1, 2, 1), (0, 0, 2, 12), 52.48481090667653)"
362,362,"((2, 2, 1), (2, 0, 1, 12), 126.08226468013764)","((2, 2, 0), (2, 1, 1, 12), 87.16037378091106)","((2, 0, 1), (1, 1, 0, 12), 466.0101436100803)","((0, 1, 1), (2, 2, 2, 12), 21.082943124122302)","((1, 2, 1), (2, 1, 0, 12), 74.28731349718959)","((1, 0, 1), (0, 1, 1, 12), 418.260002447369)","((1, 1, 0), (2, 0, 2, 12), 128.18027715303037)","((1, 2, 2), (1, 1, 0, 12), 52.49814148718409)"
363,363,"((1, 0, 1), (1, 1, 1, 12), 126.19634493398445)","((0, 1, 2), (1, 1, 1, 12), 87.45778687363124)","((1, 2, 2), (2, 0, 0, 12), 466.0529832141386)","((0, 2, 2), (0, 1, 0, 12), 21.11917617494759)","((2, 1, 1), (1, 1, 0, 12), 74.4025284837686)","((1, 2, 1), (1, 0, 2, 12), 418.35774729359264)","((2, 0, 0), (2, 0, 1, 12), 128.2664166434853)","((1, 2, 0), (0, 2, 2, 12), 52.49928874482828)"
364,364,"((1, 0, 1), (1, 1, 0, 12), 126.38172885669006)","((1, 0, 1), (1, 2, 0, 12), 87.49240389691357)","((1, 0, 1), (0, 1, 1, 12), 466.0639765647409)","((1, 1, 0), (2, 1, 0, 12), 21.299459836076032)","((2, 0, 0), (0, 0, 2, 12), 74.57048043567583)","((0, 0, 2), (2, 0, 2, 12), 418.5177578063397)","((2, 0, 2), (2, 0, 0, 12), 128.40247997112766)","((1, 1, 0), (1, 1, 1, 12), 52.688089963353406)"
365,365,"((2, 0, 1), (2, 0, 1, 12), 126.490145524425)","((0, 1, 0), (2, 0, 2, 12), 87.53593821880784)","((2, 0, 1), (1, 1, 1, 12), 466.1985408972281)","((2, 2, 1), (2, 1, 1, 12), 21.300178832563525)","((1, 1, 0), (2, 1, 2, 12), 74.71007888926314)","((2, 1, 1), (1, 1, 1, 12), 418.9688054582602)","((0, 0, 1), (1, 0, 2, 12), 128.41992866475016)","((1, 0, 0), (2, 0, 1, 12), 52.91670210990273)"
366,366,"((2, 2, 2), (2, 0, 1, 12), 126.49555074309976)","((2, 2, 0), (2, 1, 2, 12), 87.56935188705353)","((2, 2, 0), (1, 1, 1, 12), 466.7438370790188)","((2, 1, 0), (2, 2, 2, 12), 21.379422185929)","((2, 1, 2), (0, 1, 1, 12), 74.75437075042991)","((2, 1, 2), (1, 1, 0, 12), 418.97801249485366)","((1, 0, 0), (1, 1, 1, 12), 128.47765844060464)","((1, 1, 0), (1, 1, 0, 12), 52.928796876589686)"
367,367,"((2, 0, 0), (1, 1, 1, 12), 126.55383581516743)","((1, 0, 1), (1, 1, 1, 12), 87.5913503433496)","((1, 2, 1), (2, 0, 1, 12), 466.92997054635237)","((2, 2, 2), (2, 0, 0, 12), 21.58249522444583)","((2, 2, 1), (1, 1, 2, 12), 74.83133390730261)","((2, 0, 2), (2, 0, 2, 12), 419.00200438496853)","((2, 1, 2), (0, 1, 1, 12), 128.64636908577222)","((0, 0, 2), (1, 1, 1, 12), 53.13669758516604)"
368,368,"((2, 0, 0), (2, 0, 0, 12), 126.74778021207554)","((1, 0, 2), (1, 1, 1, 12), 87.78469184650787)","((2, 0, 0), (2, 0, 2, 12), 467.0496307710929)","((0, 2, 2), (1, 2, 2, 12), 21.64366502420666)","((2, 1, 1), (0, 1, 1, 12), 74.94696416367321)","((1, 2, 2), (2, 0, 1, 12), 419.22111978036037)","((1, 0, 2), (2, 0, 0, 12), 128.67736015978068)","((2, 2, 1), (1, 1, 0, 12), 53.195479664919226)"
369,369,"((2, 1, 2), (0, 1, 1, 12), 126.75875692438157)","((1, 0, 0), (1, 2, 0, 12), 87.88532154102147)","((1, 1, 0), (2, 0, 0, 12), 467.4101742021299)","((2, 2, 1), (0, 0, 2, 12), 21.783356110407134)","((2, 2, 2), (0, 1, 2, 12), 75.07815888206898)","((2, 0, 1), (0, 0, 2, 12), 419.3476350300686)","((2, 1, 0), (1, 1, 1, 12), 128.7929709726692)","((0, 1, 0), (0, 0, 2, 12), 53.30042996294414)"
370,370,"((0, 1, 1), (1, 1, 1, 12), 126.82582552678883)","((2, 1, 2), (1, 1, 0, 12), 87.89589142729297)","((1, 1, 0), (1, 1, 0, 12), 467.4964530295513)","((1, 1, 0), (1, 2, 2, 12), 21.86856916107388)","((2, 2, 0), (2, 2, 2, 12), 75.4004900915467)","((2, 1, 0), (1, 1, 0, 12), 419.39238018118357)","((1, 0, 2), (1, 1, 0, 12), 128.89804397873115)","((2, 2, 1), (2, 0, 1, 12), 53.38922120451279)"
371,371,"((0, 1, 2), (1, 1, 1, 12), 127.05832501240369)","((0, 2, 1), (1, 0, 2, 12), 87.9257904664014)","((1, 1, 1), (1, 1, 0, 12), 467.91489281156)","((2, 0, 1), (2, 2, 1, 12), 22.0)","((1, 1, 0), (1, 0, 2, 12), 75.48443777245546)","((1, 1, 2), (2, 0, 0, 12), 419.6306691016331)","((2, 1, 1), (1, 1, 1, 12), 128.95241105769347)","((2, 2, 2), (1, 1, 0, 12), 53.44442410507824)"
372,372,"((1, 2, 1), (2, 0, 2, 12), 127.06815462375575)","((1, 2, 0), (2, 1, 1, 12), 87.92732900014522)","((2, 0, 0), (2, 0, 1, 12), 467.9572120135941)","((1, 1, 0), (0, 2, 2, 12), 22.017604729170365)","((1, 1, 0), (2, 0, 1, 12), 75.49324383913867)","((2, 2, 1), (1, 1, 1, 12), 419.6461502486142)","((2, 2, 1), (2, 0, 2, 12), 129.28744415150078)","((1, 2, 1), (2, 0, 2, 12), 53.480073909560275)"
373,373,"((0, 0, 1), (0, 1, 1, 12), 127.1178486964352)","((0, 0, 1), (0, 1, 1, 12), 88.04365189924485)","((2, 0, 1), (2, 0, 0, 12), 467.99173200225107)","((1, 1, 2), (0, 2, 2, 12), 22.046298895751548)","((1, 2, 0), (1, 2, 2, 12), 75.60346351298834)","((0, 1, 1), (1, 1, 1, 12), 419.76244263185544)","((1, 1, 1), (1, 1, 0, 12), 129.29202546622406)","((1, 1, 2), (1, 0, 1, 12), 53.64237538495245)"
374,374,"((1, 0, 2), (1, 1, 1, 12), 127.27447481115367)","((0, 0, 0), (1, 0, 2, 12), 88.168214122989)","((1, 1, 0), (2, 0, 2, 12), 468.2063066097546)","((2, 1, 1), (0, 0, 1, 12), 22.107898522903472)","((1, 1, 2), (1, 1, 0, 12), 75.66697615917973)","((2, 1, 0), (2, 0, 2, 12), 419.93569608025683)","((0, 0, 2), (2, 0, 2, 12), 129.4022987737276)","((2, 2, 0), (1, 1, 2, 12), 53.68735246166024)"
375,375,"((2, 0, 0), (2, 0, 2, 12), 127.28776431090124)","((2, 2, 1), (1, 2, 0, 12), 88.25621774738902)","((2, 2, 0), (2, 0, 1, 12), 468.30824725532386)","((1, 2, 2), (0, 1, 0, 12), 22.12510600714497)","((2, 2, 1), (2, 2, 2, 12), 75.96219828482519)","((1, 1, 2), (2, 0, 1, 12), 420.3284786358141)","((1, 2, 1), (2, 0, 2, 12), 129.4952192341622)","((2, 1, 1), (0, 0, 1, 12), 53.7715118774844)"
376,376,"((2, 2, 1), (2, 0, 0, 12), 127.32479458497804)","((1, 2, 1), (1, 2, 0, 12), 88.31701881338167)","((1, 0, 1), (1, 1, 1, 12), 468.46140665921257)","((0, 2, 2), (2, 1, 2, 12), 22.150813386124135)","((0, 0, 2), (2, 0, 2, 12), 75.97948355794507)","((2, 0, 1), (2, 0, 0, 12), 420.42986120661715)","((0, 2, 2), (1, 2, 0, 12), 129.51000520855143)","((1, 2, 1), (2, 0, 0, 12), 53.94273056442939)"
377,377,"((2, 1, 1), (0, 1, 1, 12), 127.80497278164287)","((2, 1, 1), (1, 1, 1, 12), 88.38602798947937)","((1, 1, 1), (2, 0, 0, 12), 468.49720351989777)","((2, 1, 1), (1, 2, 2, 12), 22.17283500977916)","((0, 1, 0), (0, 1, 2, 12), 75.98857036645316)","((0, 2, 1), (1, 0, 2, 12), 420.4763499752063)","((2, 1, 2), (1, 1, 1, 12), 129.5182503006543)","((2, 2, 1), (2, 0, 2, 12), 54.03251433003271)"
378,378,"((1, 0, 0), (1, 1, 1, 12), 127.99562169823847)","((0, 0, 0), (2, 0, 1, 12), 88.7354915277691)","((0, 0, 2), (1, 0, 2, 12), 468.5071687041004)","((2, 0, 0), (2, 2, 2, 12), 22.232753707784333)","((2, 1, 2), (1, 1, 1, 12), 75.98870688661164)","((2, 0, 1), (0, 1, 1, 12), 420.7284908012555)","((2, 1, 0), (0, 1, 1, 12), 129.6430478691156)","((0, 0, 2), (1, 1, 0, 12), 54.08644403437816)"
379,379,"((1, 0, 0), (2, 0, 0, 12), 128.12693687479037)","((1, 1, 1), (1, 1, 0, 12), 88.84457079180964)","((1, 1, 0), (1, 0, 2, 12), 468.52869326617815)","((1, 0, 1), (2, 2, 2, 12), 22.236305295850446)","((2, 2, 1), (1, 0, 2, 12), 76.04704950358988)","((1, 0, 1), (1, 0, 2, 12), 420.7556070145912)","((1, 2, 1), (2, 0, 0, 12), 129.783642317929)","((1, 1, 1), (0, 0, 1, 12), 54.17002436471812)"
380,380,"((1, 1, 1), (1, 1, 0, 12), 128.13108786742185)","((0, 1, 2), (1, 2, 0, 12), 88.84599453798553)","((1, 2, 2), (2, 0, 1, 12), 468.7604211167508)","((1, 1, 0), (2, 0, 0, 12), 22.266286099476133)","((1, 0, 0), (1, 2, 0, 12), 76.07146673784628)","((1, 0, 2), (1, 1, 1, 12), 420.7980881062361)","((2, 0, 2), (1, 1, 0, 12), 129.79824674070684)","((0, 1, 2), (1, 0, 1, 12), 54.27245609734946)"
381,381,"((2, 1, 1), (1, 1, 0, 12), 128.14273822903414)","((1, 0, 0), (2, 0, 1, 12), 88.8528883572784)","((2, 2, 0), (1, 1, 0, 12), 468.8772176300508)","((2, 1, 1), (2, 2, 0, 12), 22.338364219596098)","((2, 1, 0), (1, 0, 0, 12), 76.10730837848399)","((1, 2, 1), (2, 0, 2, 12), 421.17325739693683)","((2, 1, 1), (0, 1, 1, 12), 129.82771600552402)","((0, 0, 1), (1, 1, 1, 12), 54.364467279366885)"
382,382,"((0, 2, 2), (1, 1, 1, 12), 128.2335284567316)","((2, 0, 2), (1, 1, 0, 12), 88.94034757814276)","((2, 1, 0), (1, 0, 2, 12), 469.4982964474869)","((1, 1, 0), (1, 0, 2, 12), 22.392074282373798)","((2, 2, 1), (2, 0, 1, 12), 76.11252796197506)","((1, 1, 1), (1, 1, 1, 12), 421.332069986964)","((0, 0, 0), (0, 1, 1, 12), 129.92262006390405)","((2, 1, 0), (1, 0, 0, 12), 54.501187442473835)"
383,383,"((2, 2, 1), (2, 0, 2, 12), 128.4674490949833)","((2, 0, 1), (1, 1, 1, 12), 88.95051506334951)","((1, 1, 0), (2, 0, 1, 12), 469.7671832683974)","((1, 1, 0), (2, 2, 0, 12), 22.430609875434822)","((1, 2, 2), (1, 1, 1, 12), 76.23122619389059)","((0, 0, 2), (1, 0, 2, 12), 421.3791118035227)","((0, 0, 0), (2, 0, 2, 12), 129.92429657985062)","((0, 0, 1), (1, 1, 0, 12), 54.589151828500746)"
384,384,"((2, 2, 2), (0, 1, 1, 12), 128.52083754922066)","((0, 0, 1), (1, 1, 1, 12), 89.02013642820418)","((0, 2, 2), (0, 2, 0, 12), 469.87618945214956)","((1, 2, 2), (0, 0, 1, 12), 22.648441656592368)","((2, 0, 2), (1, 1, 1, 12), 76.46908341080461)","((2, 0, 2), (1, 1, 1, 12), 421.384348192586)","((2, 1, 2), (1, 1, 0, 12), 129.93155829043732)","((0, 1, 0), (1, 0, 2, 12), 54.67612807473901)"
385,385,"((1, 2, 1), (2, 0, 0, 12), 128.8636948301989)","((0, 2, 1), (0, 0, 2, 12), 89.03285181425575)","((1, 1, 2), (1, 1, 0, 12), 469.9071339780179)","((2, 1, 1), (2, 2, 1, 12), 22.700900183841505)","((2, 2, 1), (2, 1, 1, 12), 76.50707135743185)","((2, 0, 2), (2, 0, 0, 12), 421.5970907115359)","((1, 2, 2), (1, 1, 1, 12), 129.93807366288092)","((0, 1, 0), (2, 0, 0, 12), 54.75456692962012)"
